name_book,avtor,rating,count_favourites,count_views,age_restriction,comments_count,publication_date,pages,price,target
Истинные (не) изменяют в марте,Мария Самтенко,290.0,655,8381,0,280,21.11.2024,76,0.0,218
Мой босс - злодей любовного романа,Марина Орлова,146.0,660,1988,0,32,26.11.2024,39,0.0,132
Позови меня (первая книга),Ульяна Соболева,6241.0,17406,794976,18+,370,04.02.2018,260,121.0,5842
Одержимость,Ульяна Соболева,8066.0,6776,626878,18+,860,09.03.2018,256,149.0,5680
Шели. Слезы из пепла,Ульяна Соболева,6035.0,4419,225299,18+,648,09.03.2018,193,149.0,3754
Черные вороны 1. Реквием,Ульяна Соболева,3576.0,6605,377709,18+,296,27.02.2018,216,149.0,2947
Зачем я ему?,Алина Ланская,30929.0,42243,5797526,18+,4664,03.08.2018,278,169.0,26551
Невеста для Хана,Ульяна Соболева,11666.0,11484,1515083,18+,4366,15.07.2019,163,149.0,7095
Любовь за гранью 1. Маскарад смерти,Ульяна Соболева,2205.0,10265,459156,18+,287,25.09.2019,297,121.0,2113
"Невыносимая невеста, или Любимая студентка ректора",Ольга Обская,16474.0,17373,3671169,0,3921,26.06.2020,276,159.0,9935
Пари с мерзавцем,Маргарита Дюжева,5632.0,11117,576932,18+,1319,05.08.2020,213,155.0,3155
Девочка Рустама,Амина Асхадова,5465.0,10993,1276977,18+,1846,02.11.2020,266,169.0,3498
Пропавшая наследница хозяина города,Александра Стрельцова,1848.0,2729,201258,0,238,23.11.2020,151,164.0,566
Прочнее цепей,Лена Хейди,10223.0,11377,4585359,18+,5488,25.12.2020,365,169.0,7430
Тихоня для волчьей стаи,Элен Блио,1295.0,2996,283918,18+,312,22.02.2021,271,127.2,912
Бывший друг моего отца. Офисный беспредел,Даша Литовская,9243.0,12625,1905957,18+,0,01.03.2021,118,164.0,6941
Помню тебя наизусть,Маргарита Дюжева,2050.0,5101,413189,0,808,28.06.2021,228,155.0,1539
Собственность ведьмы! Руками не трогать!,Леся Лис,1962.0,5449,198379,0,226,07.08.2021,151,164.0,691
Невеста миллионера☆,Любовь Попова,6628.0,17774,2299748,0,1405,11.08.2021,108,149.0,6369
Жена инквизитора или Фамильяр для попаданки,Виктория Волкова,4294.0,10265,703183,0,746,07.10.2021,203,164.0,1925
Два сына для олигарха,Кэти Свит,7708.0,11045,799374,0,1377,12.11.2021,169,175.0,3228
Я загадала папу,Екатерина Аверина,6166.0,6643,570250,0,1112,07.12.2021,153,175.0,2362
Дочка от сурового Волшебника,Ксения Фави,8843.0,10824,1288171,0,1598,19.12.2021,162,164.0,3500
Моя по всем статьям,Алиса Ковалевская,1804.0,4961,349994,18+,0,02.01.2022,156,169.0,1655
Иллюзия силы,Боярова Мелина,249.0,877,24188,0,42,09.08.2022,223,120.0,218
Не отдам,Диана Рымарь,1831.0,4957,769979,0,104,21.09.2022,225,159.0,1667
История одной встречи,Стейси Амор,286.0,1463,75400,0,133,05.10.2022,262,149.0,205
Бунтари элитной академии,Ники Сью,1387.0,4534,235750,0,0,19.10.2022,187,127.2,1267
Единственная для князя. Как долго я тебя искал,Боярова Мелина,1058.0,2946,133893,0,270,23.10.2022,264,169.0,924
Как управлять поместьем: пособие для попаданки,Ольга Иконникова,3244.0,9432,1102676,0,454,06.11.2022,176,0.0,3197
Золото для Ворона,Виктория Вашингтон,455.0,3002,97200,18+,152,01.01.2023,152,149.0,416
Герой моего романа,Ася Рыба,612.0,2804,172804,0,248,25.01.2023,164,149.0,595
"Хозяйка маршрута ""Иные миры""",Санна Сью,741.0,2248,71922,0,70,31.01.2023,203,169.0,607
Договор на тройню. Вернуть семью,Рин Скай,2969.0,5464,1715624,0,1252,14.02.2023,177,169.0,2340
Цена Предательства,Элен Блио,2460.0,5767,1296020,0,851,11.03.2023,188,127.2,2282
Тест на отцовство,Янка Рам,3997.0,6812,706934,18+,1068,20.03.2023,192,179.0,3369
Добыча Темного короля,Наталия Журавликова,917.0,3089,387156,0,89,27.04.2023,218,159.0,868
Леди для короля,Александра Воронцова,1646.0,7238,634147,0,153,27.04.2023,185,0.0,1586
Шлейф сандала,Анна Лерн,5545.0,8163,1447938,0,3117,18.05.2023,489,169.0,4383
Почти скандал,Кристина Юраш,1319.0,4442,364158,0,432,16.06.2023,155,149.0,1263
Измена. Дар богини драконов,Даяна Скай,808.0,2708,317046,0,492,22.06.2023,273,159.0,644
Семья взаймы,Елена Левашова,660.0,2545,153691,18+,164,11.09.2023,151,159.0,627
Сделаю тебя взрослой,Любовь Попова,1588.0,4681,266113,18+,1016,09.10.2023,162,159.0,1333
Будущая для сводного,Виктория Вашингтон,502.0,1956,95305,18+,149,06.11.2023,159,159.0,439
Ребенок из прошлого. Шанс на семью,Кэти Свит,410.0,2076,180082,0,133,21.11.2023,154,159.0,380
Грязь,Валерия Ангелос,4516.0,10036,946769,18+,1743,01.12.2023,171,179.0,4113
Невеста-самозванка,Екатерина Флат,3076.0,12419,3191916,0,928,06.12.2023,385,159.0,3046
Два чуда для миллиардера,Элен Блио,1427.0,3614,380992,0,522,12.01.2024,164,115.2,1334
Неожиданная помощница для босса,Дарья Сенченко,740.0,4645,475583,0,28,12.01.2024,155,0.0,740
Картофельное счастье попаданки,Ольга Иконникова,2843.0,12753,931756,0,1154,18.05.2024,287,159.0,2663
Обычная история,Юлия Резник,3740.0,7418,739175,18+,2752,14.07.2024,196,179.0,3728
Все еще моя. Книга 2,Анастасия Франц,285.0,1018,58669,18+,77,26.07.2024,159,159.0,281
Некрасивая жена,Татьяна Дин,96.0,628,19186,18+,128,25.08.2024,147,119.0,94
Сметанка для порочных котов,Екатерина Антонова,291.0,1688,88886,18+,372,10.09.2024,165,159.0,281
Брак без выхода. Мне не нужна умная жена,Ария Тес,215.0,585,11906,18+,153,08.10.2024,230,159.0,187
Приручи меня,Инна Разина,45.0,457,8084,18+,0,03.12.2024,70,99.0,43
Рабыня для Северных Драконов,Лана Отилия,638.0,3257,229101,18+,110,19.06.2024,178,0.0,630
Заложница авторитета,Ольга Вейцер,105.0,740,12268,18+,14,19.10.2024,61,0.0,103
Нежеланная невеста для Чудовища,Ирина Алексеева,123.0,726,5530,0,30,12.11.2024,37,0.0,115
Плохие мальчики не влюбляются,Эля Пылаева,11986.0,13374,1129608,0,2690,19.09.2021,180,164.0,4792
Лекарь для милорда,Мия Нуар,1014.0,3978,390909,0,465,06.03.2024,271,0.0,990
Второстепенный Попандос,Зозо Кат,179.0,836,1460,0,76,01.12.2024,13,0.0,139
"Невыносимая невеста, или Лучшая студентка ректора",Ольга Обская,15170.0,47731,5964880,0,3016,17.05.2020,154,0.0,14669
Бешеный,Юлианна Орлова,7005.0,9045,1023543,18+,1262,23.08.2021,170,159.0,6337
Сын мэра,Ольга Рузанова,4611.0,7200,1367244,18+,973,26.08.2022,228,159.0,3845
"(не)свободные, или Фиктивная жена драконьего военачальника",Алекс Найт,5374.0,14399,1385007,0,1544,05.02.2023,467,199.0,4259
Отверженная жена Альфы Теней,Налерма Эмиль,4046.0,16468,1840051,0,778,06.04.2023,156,149.0,3836
30 золотых за истинную,Наталья Дорофеева,17168.0,28765,1874279,18+,2540,06.06.2023,224,199.0,10228
Невинная для Ярого,Ая Кучер,2493.0,7444,696456,18+,533,08.10.2023,228,179.0,2408
Подлец высшей академии,Виктория Миллс,2900.0,10612,463057,18+,333,12.10.2023,162,169.0,2655
Расплата за измену,Лили Джейн,300.0,1037,80505,0,56,19.11.2023,158,129.0,298
Плохой парень,Юлианна Орлова,2398.0,5446,945297,18+,784,08.04.2024,264,169.0,2276
"Хозяйка кондитерской ""Подарю вам счастье""",Екатерина Стрелецкая,1547.0,4910,450420,0,602,19.04.2024,273,159.0,1383
Чародейка из Верхних Лопушков,Элен Скор,415.0,1212,29431,0,312,21.04.2024,196,129.0,349
Развод. Любить нельзя уйти.,Ксения Нежная,722.0,2133,206495,18+,159,17.05.2024,175,159.0,690
"Я (не) верю тебе, ректор!",Алиса Князева,274.0,1628,44252,0,54,20.06.2024,167,119.0,266
Магическая академия. Жизнь после,Ася Амурр,205.0,1758,9167,18+,34,11.07.2024,51,0.0,205
Овладею тобой,Ольга Шо,307.0,1085,29548,18+,232,10.10.2024,156,129.0,295
Хозяйка фиалковой долины,Оксана Лаврентьева,118.0,930,9205,0,43,11.11.2024,31,0.0,104
Его Игрушка,Эра Фогель,121.0,688,3542,18+,27,19.11.2024,24,0.0,117
Строптивая кошка,Теодора Игнатова,122.0,714,19279,18+,15,26.11.2024,258,159.0,114
"Скажи мне ""нет"", любимая",Татьяна Абалова,156.0,856,3172,0,63,01.12.2024,16,0.0,119
Мой сосед – девственник. Он хочет меня,Анна Нест,28.0,188,5130,0,5,02.12.2024,81,159.0,28
Мой Главный,Кира Кан,2606.0,9058,821995,18+,317,21.12.2023,189,0.0,2517
Бывшая любовница,Екатерина Кариди,7110.0,4094,972191,18+,2809,04.07.2018,181,155.0,4283
"Враг, который не забудет",Валентина Елисеева,12427.0,6801,920057,0,1697,02.05.2020,347,159.0,6752
Невеста для Зверя,Ая Кучер,3139.0,9703,1208317,18+,537,21.10.2020,317,179.0,2603
"Секси дед, или Ищу свою бабулю",Наталья Юнина,13628.0,14567,1062004,18+,3586,05.12.2021,201,103.35,9754
Академия пропавших девушек: Неукротимые чувства,Юлия Зимина,5636.0,16511,2427921,18+,1520,10.12.2021,204,0.0,5474
Дикая,Светлана Шёпот,4401.0,5384,2153639,0,7018,23.12.2021,497,169.0,3570
Дракон и его ведьма: вместе вопреки,Елена Смертная,1445.0,5077,220176,0,52,17.12.2022,36,0.0,1438
Я (не) Буду Снова Твоей,Глория Эймс,512.0,1664,225976,0,264,26.09.2023,161,169.0,432
Никчёмная Наследница,Зозо Кат,3512.0,10951,558762,0,1194,01.02.2024,321,169.0,3167
Скромница для босса,Ника Лето,823.0,4458,307733,0,28,08.04.2024,113,0.0,821
Преданная попаданка. Хозяйка Сумеречного леса,Тала Ачалова,673.0,5068,148149,0,0,12.05.2024,138,99.0,583
История Ирэн 4. Выбор,Адель Хайд,1652.0,3126,324999,0,1040,12.07.2024,220,159.0,1620
Зеркало затаённых желаний: Лидер клана,Денис Петриков,69.0,246,7110,0,43,09.08.2024,353,129.0,59
Хозяйка волшебной таверны,Натали Эмбер,454.0,2541,93170,0,235,14.08.2024,75,119.0,430
Брат моего бывшего дракона,Таис Буше,181.0,1408,58970,0,108,06.09.2024,134,119.0,175
Няня для Верочки,Татьяна Любимая,291.0,676,23531,0,421,10.09.2024,153,119.0,287
Выбор Скарлетт Блэр,Юлия Арниева,322.0,1541,30563,0,110,12.09.2024,140,119.0,316
Ищу Мужа. Интим не предлагать!,Наталья Шагаева,1548.0,4138,175654,18+,938,17.09.2024,155,159.0,1498
Лжестарушка в академии магии,Ивина Кашмир,161.0,581,4694,0,68,07.11.2024,52,119.0,155
"Тайна хрустального замка, или Проклятая невеста",Элен Скор,97.0,631,2003,0,36,01.12.2024,26,0.0,75
Защитник по соседству,Любовь Попова,4580.0,9516,850111,18+,0,06.07.2020,151,144.0,3431
Ты - Моя ошибка,Ники Сью,1980.0,7197,742318,18+,107,22.08.2022,264,112.5,1644
Истинная повелителя белых песков,Александра Неярова,224.0,1535,15766,0,81,04.11.2024,45,0.0,184
Роковая ошибка Ивана-царевича,Марина Павельева,236.0,856,7182,0,146,08.11.2024,43,0.0,214
Охотник 7: Сердце Подземелья,Александр Робский,48.0,205,1843,0,16,14.11.2024,88,0.0,48
Пышка-крутышка для ректора дракона,Анита Жарова,126.0,1063,7965,0,41,23.11.2024,29,0.0,122
Лорды-драконы. Их попаданка,Татьяна Демидова,49.0,624,1177,18+,4,07.12.2024,12,0.0,49
"Притворись, что любишь",Диана Рымарь,33473.0,67789,10007434,18+,2907,15.06.2017,372,0.0,31501
Стыдно не будет,Ольга Вечная,12944.0,15313,2131618,18+,2304,10.06.2019,178,159.0,7992
Сахар на дне,Маша Малиновская,11595.0,8486,2361395,18+,1339,02.08.2019,161,189.0,7036
Развернуться на скорости,Елена Николаева,6145.0,13245,827647,18+,1476,23.08.2020,224,199.0,3653
Ночь со зверем,Анна Владимирова,13057.0,30372,2342140,18+,1692,11.05.2021,207,199.0,7811
Заставь меня остановиться 2,Наталья Юнина,23730.0,23977,2603005,18+,4447,11.07.2021,224,159.0,13355
Любовь олигарха,Марина Кистяева,3839.0,7894,744788,18+,1244,24.07.2022,183,159.0,3413
Испорть меня,Джулия Ромуш,4567.0,12361,1849411,18+,0,03.09.2022,192,179.0,4194
Любовь без обязательств,Лина Коваль,1904.0,3365,369059,18+,315,30.03.2023,167,159.0,1538
Измена. Наследник для дракона,Елена Солт,7989.0,14985,2339961,0,3002,30.03.2023,175,159.0,6383
Семья моего мужа против развода,Хэйли Джейкобс,3369.0,5089,515527,0,798,16.07.2023,295,159.0,2672
Первый,Ольга Джокер,4798.0,8413,964492,18+,2855,16.07.2023,255,179.0,3652
Перепутали спальни. Отец подруги,Ксения Фави,6223.0,10578,1345599,18+,1664,23.08.2023,163,159.0,5851
Малая,Алайна Салах,5260.0,13392,1235442,18+,1591,06.11.2023,174,0.0,4284
Я тебя уже присвоил,Кристина Майер,3240.0,8066,636402,18+,719,14.11.2023,152,179.0,2927
Измена браку не помеха,Ксения Нежная,859.0,3370,409450,0,396,06.07.2024,154,159.0,857
Лунная красавица. В поисках мужей,Татьяна Барматти,430.0,1678,72783,18+,271,17.07.2024,305,169.0,430
Не смей меня... хотеть,Мария Зайцева,803.0,2834,100100,18+,47,19.08.2024,186,210.0,799
"Попаданка с позывным ""Мясник"" 2",Мария МакГальма,224.0,1389,66369,18+,114,25.08.2024,138,0.0,224
Никчемная жена. Хозяйка своей судьбы,Константин Фрес,1291.0,6161,296940,0,744,27.08.2024,197,149.0,1275
Космический роман. Сирота и гендиректор,Наталья Буланова,419.0,1083,54131,0,343,04.09.2024,182,179.0,405
"( Не )нужная жена, или герцогиня в ссылке",Наталья Кошка,370.0,2849,84347,18+,180,15.09.2024,146,119.0,346
Развод. Вторая семья мужа,Регина Янтарная,450.0,1862,112739,0,418,23.09.2024,156,139.0,430
"Терпи, моя красавица",Лучия Мун,69.0,283,9151,18+,20,22.10.2024,151,101.15,67
Генерал Скала и сиротка,Светлана Суббота,702.0,2099,77092,0,67,01.11.2024,288,0.0,657
Игра для истинной,Юлия Кажанова,159.0,582,6915,18+,98,03.11.2024,88,110.0,149
Право первой ночи для генерала драконов,Рина Ских,145.0,1305,33971,0,14,05.11.2024,149,139.0,133
Мой личный дьявол,Александра Пивоварова,16978.0,44597,7412388,18+,898,15.02.2020,237,0.0,16532
Отец моего друга,Джулия Ромуш,3367.0,11211,1563111,0,118,08.03.2021,54,0.0,3327
Невеста новых богов,Мия Мур,577.0,2683,91814,18+,82,02.09.2024,66,0.0,575
Влюбиться в подонка,Виктория Вашингтон,794.0,3733,94002,18+,153,04.10.2024,115,0.0,782
Жизнь там 6,Татьяна Очер,89.0,372,3253,0,105,15.11.2024,44,0.0,87
Проданная невеста. Цветочница для Ледяного Дракона,Айрин Дар,241.0,615,3597,0,79,06.12.2024,12,0.0,158
Призванная быть любимой,Терин Рем,18679.0,37866,1926525,18+,1641,21.02.2018,206,0.0,17836
Чистокровный демон желает познакомиться,Санна Сью,10445.0,18683,2207614,18+,922,16.10.2019,160,0.0,10144
Опасная беременность,Полина Лоранс,16500.0,16984,2181122,18+,2751,07.06.2020,192,199.0,8187
Двойня для Чайлдфри,Тала Тоцка,12468.0,21507,2529921,0,2234,10.06.2020,273,199.0,8476
"Пропала, или Как влюбить в себя жену",Наталья Юнина,17866.0,19592,2691686,18+,3740,24.11.2020,315,159.0,10446
Огни Эйнара. Долгожданная,Магда Макушева,10504.0,16745,4888621,18+,961,21.01.2022,244,0.0,10152
Измена. Право на любовь,Арина Арская,4021.0,6274,1580249,0,1280,23.01.2023,151,159.0,3687
"Лина Тар и новый мир, или ""Попала, так попала!""",Рия Вилар,2238.0,7093,437083,0,176,30.07.2023,162,0.0,2219
Последняя из забытого рода,Ирина Властная,4446.0,15015,946575,0,466,27.08.2023,354,0.0,4283
Как стать папой за пять минут,Вероника Лесневская,4301.0,7869,848648,0,1413,07.12.2023,160,111.3,4167
Развод. Ты разрушил семью,Евгения Вечер,694.0,2343,241181,18+,443,24.02.2024,155,159.0,668
Внезапно замужем. Друг отца,Ксения Фави,3691.0,8013,796906,18+,1223,25.02.2024,175,159.0,3530
"(не) прощу тебя, предатель",Ари Дале,1731.0,5389,759642,18+,1196,07.05.2024,207,149.0,1609
Развод со зверем,Анна Владимирова,2683.0,12251,683895,18+,849,26.05.2024,189,199.0,2531
Как воспитать демона,Кейлет Рель,94.0,566,19810,18+,10,05.06.2024,97,0.0,92
По-другому,Юлия Резник,3929.0,8577,716928,18+,1878,23.06.2024,154,169.0,3923
После развода. Самая красивая женщина,Ария Тес,571.0,1367,52530,18+,385,22.07.2024,175,159.0,567
Предатель. Я (не) смогу тебя простить,Лада Зорина,979.0,4414,499963,0,467,05.08.2024,164,159.0,975
"Предатель, (не) возвращайся к нам!",Саша Девятова,376.0,1496,95444,0,127,04.09.2024,145,119.0,366
Два семестра волшебства,Салма Кальк,230.0,725,24385,0,442,12.09.2024,185,129.0,222
"Фальшивая невеста, или Как укротить мажора",Рина Вергина,455.0,1617,127712,0,270,17.09.2024,155,119.0,405
Сиротка для князя оборотней,Мария Ерова,274.0,1698,44330,0,358,29.09.2024,149,129.0,260
Месть демона. Тебе меня не сломать,Светлана Ершова,127.0,636,11307,18+,165,12.10.2024,100,119.0,119
Малышка для бандита,Ася Сладкая,42.0,454,19734,18+,13,30.10.2024,132,0.0,42
Шесть тайных свиданий Недотроги,Светлана Суббота,487.0,1217,28569,0,28,01.11.2024,314,99.0,426
Ненужная жена,Наталья Мор,135.0,616,21282,0,92,02.11.2024,82,99.0,109
Грешник 2. Продолжение,Анастасия Шерр,180.0,765,4991,18+,54,12.11.2024,25,149.0,166
Случайное наследство леди попаданки,Наталья Белецкая,95.0,725,3318,0,15,27.11.2024,92,139.0,95
Искусство соблазнения: как приручить чудовище,Иванна Флокс,294.0,1547,65726,0,493,10.09.2024,218,0.0,286
В клетке у зверя,Анна Юта,147.0,798,34802,18+,127,12.09.2024,195,0.0,145
Вынужденная помощница для тирана,Виктория Свободина,28582.0,15670,2999613,0,9131,01.02.2018,275,164.0,13837
Недотрога в моей постели,Яна Невинная,1648.0,3052,176165,18+,248,30.09.2019,219,159.0,1133
Голые чувства,Диана Рымарь,4356.0,9120,992299,18+,1336,01.04.2020,231,159.0,2936
Насильно мил (не) буду,Диана Рымарь,4519.0,11330,1162604,0,1010,12.01.2021,207,159.0,2947
Попаданка с Земли,Боярова Мелина,3081.0,6077,325470,0,1172,12.02.2021,395,199.0,2102
Непокорная леди,Яна Мелевич,928.0,3871,194499,0,615,20.03.2021,666,198.0,568
Сквозь тебя,Дарья Данина,1051.0,1854,119128,18+,0,02.05.2021,222,159.0,666
Драконова Академия,Марина Индиви,4678.0,18719,1923493,0,1318,15.06.2021,262,169.0,4395
Случайная связь,Слава Доронина,33033.0,32841,11763271,0,3039,01.07.2021,258,179.0,10107
Наследник для магната,Ольга Висмут,6233.0,8357,1135808,0,527,24.09.2021,193,153.0,1924
Говори обо мне гадости!,Анна Долгова,1178.0,3171,205730,0,99,28.10.2021,183,153.0,617
Избранная. Будь нашей женой,Татьяна Новикова,6962.0,9403,511296,18+,812,03.11.2021,211,164.0,2280
Я заберу свою дочь,Александра Багирова,4054.0,6747,802944,0,660,30.11.2021,223,164.0,1509
До последнего вздоха,Алиса Ковалевская,1179.0,4194,163304,18+,482,14.02.2022,215,169.0,1104
Забыть Палача,Кира Лафф,883.0,2680,387698,18+,108,30.03.2022,204,159.0,761
(не) моя свадьба,Диана Рымарь,2554.0,5749,767080,0,1269,15.04.2022,254,159.0,2323
Твоя случайная дочь,Елена Попова,855.0,3755,294818,0,87,16.06.2022,157,149.0,793
Ребенок от бывшего,Вероника Касс,1819.0,6302,456350,0,0,13.08.2022,153,164.0,1571
Нелюдь,Ульяна Соболева,521.0,2073,35250,18+,21,14.10.2022,205,149.0,405
Ледяной босс,Юля Белова,805.0,3574,163643,18+,224,24.12.2022,158,153.0,721
Гарем для принцессы,Лена Хейди,879.0,1882,224281,0,81,06.01.2023,194,144.0,852
Домашний арест или Новый папа по соседству,Олли Серж,841.0,2041,151634,0,132,12.01.2023,151,159.0,747
Дом Утех для возлюбленной,Анна Сладкая,446.0,1674,87349,18+,62,13.03.2023,160,149.0,330
"Измена. Спаси нашу дочь, предатель!",Алиса Лиман,6198.0,14640,3991929,18+,2277,14.06.2023,163,159.0,5565
К дьяволу истинность,Анастасия Миллюр,881.0,3594,114839,18+,124,03.07.2023,294,159.0,736
Толстушка в ударе,Лили Ред,600.0,1622,139806,0,217,31.07.2023,151,149.0,516
Хочу тебя купить,Элен Блио,989.0,2005,241166,18+,556,02.09.2023,158,127.2,858
Измена. Любовник моей матери,Регина Янтарная,252.0,679,29190,0,64,12.10.2023,98,153.0,214
Спаси моего сына,Алиса Ковалевская,1079.0,2035,186509,18+,328,29.10.2023,153,169.0,998
Двойня для мэра,Олли Серж,982.0,2354,182165,0,42,30.11.2023,96,159.0,966
Новогоднее чудо для бывшего,Элен Блио,1553.0,2929,308392,0,708,05.12.2023,178,115.2,1403
Истинная для оборотней,Каролин Дейвуд,649.0,2457,140181,18+,167,18.01.2024,230,149.0,581
Развод. Они (не) твои,Елена Попова,862.0,3126,211865,0,44,21.01.2024,115,159.0,774
Вернуть семью. Шанс на любовь,Кэти Свит,226.0,962,87688,0,5,09.02.2024,132,159.0,187
Пусть понять меня будет сложно,Ульяна Соболева,634.0,2162,43104,18+,147,24.03.2024,167,169.0,514
Пепел между нами,Маргарита Дюжева,753.0,2371,97733,0,32,09.04.2024,177,159.0,731
История Ирэн 3. Принятие,Адель Хайд,1803.0,3828,356065,0,1054,17.05.2024,281,159.0,1655
Мужья Анны,Каролин Дейвуд,320.0,1764,72182,18+,138,07.06.2024,221,119.0,316
Дети дракона - моя тайна. Мастерская тортов 2,Мартиша Риш,343.0,2710,55129,0,218,15.06.2024,236,139.0,339
Герцогиня Без права на счастье,Анна Дант,375.0,1636,47933,0,34,17.06.2024,151,159.0,361
Мой пленный генерал,Лия Шах,202.0,927,13762,0,230,10.07.2024,183,99.0,198
Бывшие. Я (не) вернусь,Анастасия Ридд,291.0,1305,69857,0,37,25.07.2024,121,119.0,289
Развод. Ты меня не достоин,Ева Вайт,451.0,1426,75921,0,181,21.09.2024,126,119.0,423
Невинная для мажора,Ника Княжина,159.0,949,31602,18+,147,07.10.2024,113,119.0,157
Бывшие. Порочная связь,Энни Дайвер,176.0,703,18044,18+,78,28.10.2024,90,119.0,164
Измена. Я (не) твоя,Анна Арно,1331.0,5519,141987,18+,147,28.10.2024,45,0.0,1325
Куплю твоё завтра,Кира Сорока,55.0,596,5983,18+,3,28.11.2024,135,159.0,53
(с)нежная роза,Ната Лакомка,193.0,821,5014,0,100,01.12.2024,36,0.0,155
Невеста Не девственица,Мила Реброва,105.0,596,1797,18+,8,03.12.2024,10,0.0,103
Отменяя запреты,Марина Кистяева,912.0,1570,42676,18+,22,21.03.2020,72,0.0,536
Прима,Ники Сью,768.0,3951,213290,0,147,28.06.2024,56,0.0,768
Отец моего жениха,Алайна Салах,20974.0,16724,3617139,18+,5995,03.07.2019,250,179.0,13043
Твой шёпот в Тумане,Мария Лунёва,11192.0,10890,2714627,18+,2722,23.11.2019,279,159.0,6986
Потеряшка,Майя Марук,14760.0,24015,2318951,18+,821,30.05.2020,124,0.0,14360
Квест на счастье,Валерия Дашкевич,7432.0,13338,1366227,18+,535,29.01.2021,173,0.0,7258
Люби сильнее,Елена Тодорова,7751.0,11754,1130999,18+,1913,12.02.2021,181,169.0,5041
Не красавица,Алайна Салах,10002.0,13564,1853598,0,6273,27.07.2021,220,179.0,7356
Сын губернатора,Ольга Рузанова,5551.0,8617,1681799,18+,384,08.07.2022,215,149.0,4666
Недотрога для короля академии (недотрога для мерзавца),София Руд.,2026.0,8710,735447,0,250,09.11.2023,180,159.0,1814
Единственный,Мария Летова,3614.0,8425,659296,18+,1853,06.05.2024,193,179.0,3162
Внезапно женат. Главный и Лисичка,Ксения Фави,2995.0,7627,465743,18+,963,13.05.2024,154,159.0,2953
Зачем придумали любовь,Галина Джулай,166.0,363,15202,18+,350,07.06.2024,189,119.0,139
Отец моего парня  - мой босс,Любовь Попова,1710.0,5780,317999,18+,1026,01.08.2024,151,159.0,1684
Жена и любовница хозяина курорта,Оксана Рассветная,289.0,1273,46137,0,122,14.08.2024,126,119.0,281
Забава. Сбежавшая невеста,Натали Берд,360.0,1262,38413,0,159,29.08.2024,136,119.0,332
Необычная помощница для герцога.,Тата Шах,92.0,428,8040,0,35,01.09.2024,145,119.0,92
Молодая госпожа с лисьей горы,Кайла Зэт,228.0,1551,48302,0,58,30.09.2024,135,119.0,198
Эйлирия. Мужья Оли,Тина Солнечная,137.0,913,16036,18+,69,16.10.2024,135,99.0,120
От дракона (не) сбежать. Тайны академии,Алёна Макарова,344.0,814,16114,0,190,03.11.2024,47,0.0,258
Строптивая жена дракона. Хозяйка гранатового поместья,Аста Лид,72.0,593,6775,0,19,07.11.2024,74,0.0,72
⚷ Омега для Хищника ⚷,Ольга Шо,132.0,984,12935,18+,53,09.11.2024,61,129.0,132
Измена. Попаданка в жену дракона,Анжелика Янчевская,217.0,1441,22004,0,81,11.11.2024,52,119.0,205
Девочка-война,Даша Коэн,5782.0,16039,3044464,0,1295,20.09.2021,261,0.0,5554
Проклятый лорд,Анастасия Милославская,1584.0,6608,629783,0,87,28.02.2023,250,0.0,1379
Мой порочный Новый Год,Алая Бетти,1742.0,4578,272271,18+,175,12.12.2023,93,0.0,1707
Без любви. Брак по контракту,Натали Нил,1881.0,4240,473250,18+,691,15.05.2024,151,0.0,1269
"С Новым годом! Или Снегурочка, выходи за меня!",Виолетта Иванова,183.0,614,5431,0,15,27.11.2024,28,0.0,177
"Аленький носочек, или Рандеву с монстром во вторник",Риска Волкова,106.0,746,5200,0,22,01.12.2024,17,0.0,82
Маленькое чудо для злодея,Ксения Фави,36207.0,56045,10045258,18+,3754,04.02.2019,103,0.0,35161
Шесть Секретов мисс Недотроги,Светлана Суббота,34883.0,21640,4606523,18+,11338,05.05.2020,261,99.0,17215
Агент таурель-класса,Селина Катрин,5154.0,12112,734808,18+,347,23.08.2020,346,0.0,4926
Машенька и опер Медведев,Янка Рам,12004.0,16777,2207868,18+,2828,28.11.2020,159,179.0,9201
Запасная дочь,Натаэль Зика,5347.0,9031,1375969,0,4817,18.12.2021,436,199.0,4364
Измена. Чужой наследник,Walentina,437.0,1086,95877,0,135,11.07.2023,179,159.0,418
( Не ) нужная истинная,Анна Дивная,6759.0,20373,2306668,0,776,13.10.2023,160,0.0,6695
Измена. Отбор для предателя,Алиса Лаврова,2092.0,14548,1858258,0,0,05.11.2023,151,159.0,1869
Развод. Больше не твоя,Наталья Ван,217.0,957,88629,18+,68,05.04.2024,153,159.0,217
Наша вопреки,Каролин Дейвуд,366.0,1398,75570,18+,102,25.04.2024,187,119.0,330
Кружевница из ковена Будриоли,Анна Лерн,790.0,2724,180703,0,425,27.05.2024,321,149.0,758
Бывший муж. Моя подруга ждет от тебя ребенка,Арина Арская,1984.0,6909,662662,18+,1420,05.06.2024,152,159.0,1924
Игры мажоров. Соблазнить училку,Юлия Герман,174.0,924,26751,18+,220,10.06.2024,186,119.0,172
Курорт в наследство,Милена Кушкина,337.0,1771,73348,0,57,20.06.2024,129,119.0,335
"Мама для Пиявки, или Дракона в мужья не предлагать",Лика Семенова,189.0,1951,100186,0,153,15.07.2024,293,119.0,185
